advertiser_id,party_all_clf
AR07280544198984466433,REP
AR07283230512049553409,DEM
AR07287299598425522177,DEM
AR07287611791008333825,DEM
AR07293495346448039937,DEM
AR07295462372750131201,DEM
AR07298558597493948417,REP
AR07302691867861188609,DEM
AR07304152912656072705,DEM
AR07305313996935004161,DEM
AR07308604835236937729,DEM
AR07308656512283443201,DEM
AR07316572996003430401,REP
AR07319190108555444225,REP
AR07319468010119364609,DEM
AR07323328395444486145,DEM
AR07327071407903342593,DEM
AR07340363129093619713,REP
AR07350349993208709121,DEM
AR07352601793022394369,DEM
AR07361885725609951233,DEM
AR07362311786365714433,REP
AR07362855494865649665,DEM
AR07363591411742015489,REP
AR07363860792090820609,DEM
AR07380041961119416321,REP
AR07381851207502921729,DEM
AR07381875190600302593,DEM
AR07388630590041358337,DEM
AR07394059978459316225,REP
AR07396088783570993153,REP
AR07402064079512141825,DEM
AR07403548763807023105,DEM
AR07404275747151413249,REP
AR07411391580247949313,REP
AR07421038901428486145,REP
AR07423264106804674561,REP
AR07424659387060322305,DEM
AR07430347366869237761,DEM
AR07435918386128748545,DEM
AR07440421985756119041,DEM
AR07446197720336826369,DEM
AR07448668597842345985,REP
AR07449429185010860033,REP
AR07450452486738935809,DEM
AR07453172197469716481,DEM
AR07460688184079286273,DEM
AR07467196743159906305,DEM
AR07467443583520342017,DEM
AR07470786098868781057,REP
AR07472449934839513089,DEM
AR07473014259182469121,REP
AR07476450782775083009,REP
AR07477518614724083713,REP
AR07485457982029824001,REP
AR07488873271304126465,REP
AR07489961581657194497,DEM
AR07492403596982484993,DEM
AR07497469802965893121,REP
AR07502311296260374529,REP
AR07513254941650059265,DEM
AR07513398702795390977,DEM
AR07515573261917224961,DEM
AR07520528760823611393,REP
AR07529649553373396993,REP
AR07532745778117214209,DEM
AR07539615526767558657,REP
AR07540066532693377025,DEM
AR07541154843046445057,REP
AR07541538778762969089,DEM
AR07543856549274320897,DEM
AR07546093849278414849,DEM
AR07548508376813010945,REP
AR07550760176626696193,DEM
AR07550878374126682113,REP
AR07553011976440381441,REP
AR07555075965924147201,DEM
AR07555709078463315969,REP
AR07558506236044378113,DEM
AR07562019175695122433,DEM
AR07568774575136178177,DEM
AR07571026374949863425,REP
AR07572017034926489601,REP
AR07583692748901842945,REP
AR07588540495668707329,REP
AR07588604267343118337,DEM
AR07593544373086715905,REP
AR07595198038574891009,DEM
AR07596886888435154945,REP
AR07598047972714086401,REP
AR07598939882802642945,DEM
AR07601707147411324929,DEM
AR07604803372155142145,DEM
AR07607055171968827393,REP
AR07612584822103343105,DEM
AR07613441066783473665,DEM
AR07615301784055054337,DEM
AR07617334506176905217,REP
AR07618733291125866497,REP
AR07622769323433525249,DEM
AR07625434883216637953,DEM
AR07629666078838226945,REP
AR07629814512907976705,DEM
AR07639108066222276609,DEM
AR07640832169174106113,REP
AR07649078781260333057,REP
AR07650064974470971393,DEM
AR07652091168242532353,DEM
AR07652873127168311297,DEM
AR07653582380887703553,DEM
AR07658846567683588097,REP
AR07663732453760040961,REP
AR07664275406345732097,DEM
AR07669325119654723585,DEM
AR07676860966193070081,DEM
AR07682455281355194369,REP
AR07697197464540938241,REP
AR07698649644523323393,DEM
AR07705132914836504577,REP
AR07705373776602464257,REP
AR07706134363770978305,REP
AR07714161898165370881,DEM
AR07715998082583756801,DEM
AR07719645162653089793,DEM
AR07724517304834195457,REP
AR07727109747094061057,DEM
AR07727807936977698817,REP
AR07731524836035395585,DEM
AR07741402573621428225,REP
AR07757996059510439937,REP
AR07765151406306099201,REP
AR07767659942084870145,DEM
AR07778338192855400449,REP
AR07778835172111155201,DEM
AR07781124561478615041,REP
AR07781437647414624257,REP
AR07783868942501543937,DEM
AR07784947357249961985,DEM
AR07791702756691017729,DEM
AR07794731361469726721,DEM
AR07799849244499640321,DEM
AR07800956177830903809,DEM
AR07813218206381768705,REP
AR07814220754827870209,DEM
AR07820086855520485377,DEM
AR07831554761798189057,DEM
AR07831580050565627905,DEM
AR07834957750286155777,DEM
AR07836657595262697473,REP
AR07841493797157470209,REP
AR07841784961580400641,REP
AR07843202232068603905,DEM
AR07846736612196089857,DEM
AR07849488964678320129,REP
AR07850249551846834177,DEM
AR07857004951287889921,DEM
AR07859256751101575169,DEM
AR07863213343694127105,REP
AR07863760350728945665,DEM
AR07871034650938834945,DEM
AR07871923125053554689,DEM
AR07873974263995170817,DEM
AR07875019349797371905,REP
AR07876288735971639297,REP
AR07883228509768777729,DEM
AR07885517761697284097,DEM
AR07888077081169362945,DEM
AR07893033748306853889,DEM
AR07894075741732601857,REP
AR07897267967585419265,REP
AR07903532160206766081,REP
AR07903721207487266817,REP
AR07910287559647821825,DEM
AR07922307145884762113,DEM
AR07925086711279779841,DEM
AR07925541015740481537,DEM
AR07925966320582000641,DEM
AR07926956980558626817,REP
AR07929062545325817857,REP
AR07937309157412044801,DEM
AR07938485566134288385,DEM
AR07943980719091482625,REP
AR07945211622358777857,REP
AR07948610968714477569,DEM
AR07949328743648985089,DEM
AR07952194002231492609,DEM
AR07957034052416962561,DEM
AR07967343142158467073,DEM
AR07968055075937452033,REP
AR07973630355804520449,REP
AR07975180117443870721,REP
AR07976350341413208065,REP
AR07985431963861254145,DEM
AR07988700056016388097,REP
AR07989861140295319553,DEM
AR07994245649069506561,DEM
AR07998747324551528449,REP
AR08000961740969869313,DEM
AR08001120139363745793,DEM
AR08011618551263657985,DEM
AR08012379138432172033,REP
AR08020603691566366721,REP
AR08021386337686913025,REP
AR08025889937314283521,REP
AR08031273352402305025,REP
AR08035714829622706177,REP
AR08040310032312565761,DEM
AR08052783648132300801,DEM
AR08058906347351048193,DEM
AR08066422333960617985,DEM
AR08068283257390628865,DEM
AR08070357692234858497,DEM
AR08072807404141543425,DEM
AR08083457067609751553,DEM
AR08088067251145539585,DEM
AR08091192131911155713,DEM
AR08094799835720318977,DEM
AR08099438743997382657,DEM
AR08104849165839761409,DEM
AR08106954730606952449,DEM
AR08108970341579096065,DEM
AR08109206530420637697,DEM
AR08112728472322834433,DEM
AR08113553106043666433,REP
AR08114465700694720513,DEM
AR08114800845582761985,REP
AR08119013830543015937,REP
AR08120465529489063937,DEM
AR08123245094884081665,DEM
AR08127625480489664513,DEM
AR08131644470367092737,REP
AR08132089841295818753,DEM
AR08134797113801310209,REP
AR08138276999383744513,DEM
AR08138479927998545921,DEM
AR08145235327439601665,DEM
AR08150829642601725953,DEM
AR08165936039014170625,DEM
AR08173347640738578433,DEM
AR08177816262152290305,REP
AR08181264124458565633,REP
AR08181641806702706689,REP
AR08183938068017840129,REP
AR08188019523899621377,DEM
AR08191337025358528513,REP
AR08197136880475570177,REP
AR08201895635520061441,DEM
AR08205352431358312449,DEM
AR08210537522036473857,REP
AR08213154634588487681,DEM
AR08215041121663844353,REP
AR08217292921477529601,DEM
AR08226262943495356417,DEM
AR08235307319987011585,DEM
AR08248447033694748673,REP
AR08250260678124765185,REP
AR08253321718496493569,DEM
AR08255438278379962369,REP
AR08258916033658617857,DEM
AR08259311857844617217,DEM
AR08273040909784842241,DEM
AR08273810567924285441,REP
AR08280485703016513537,REP
AR08282595116074401793,DEM
AR08289350515515457537,DEM
AR08290622650468794369,REP
AR08296471227694841857,DEM
AR08299848927415369729,DEM
AR08300558387293192193,DEM
AR08304268689281122305,DEM
AR08312959229187063809,DEM
AR08320232155007418369,DEM
AR08323329273104433153,DEM
AR08325379312534421505,REP
AR08328405924448305153,REP
AR08335477227323916289,DEM
AR08354404220484452353,DEM
AR08354652710112329729,DEM
AR08358376412398223361,DEM
AR08361408109553385473,DEM
AR08363401730292973569,DEM
AR08366414460872556545,REP
AR08368163508994441217,DEM
AR08374295760220454913,DEM
AR08375421660127297537,REP
AR08376326283319050241,REP
AR08377170708249182209,DEM
AR08380916950523445249,DEM
AR08381674307876552705,DEM
AR08384648486829686785,DEM
AR08385417320335409153,DEM
AR08386177907503923201,DEM
AR08387713581650542593,DEM
AR08388795020055937025,REP
AR08389780457352331265,REP
AR08390681507131293697,DEM
AR08402266717555785729,DEM
AR08409001226275913729,REP
AR08411313018192789505,REP
AR08420159070274584577,DEM
AR08421362279592755201,DEM
AR08425122540640272385,REP
AR08425949716981743617,REP
AR08430369478847496193,DEM
AR08431213903777628161,DEM
AR08431218301824139265,DEM
AR08433465703591313409,REP
AR08434635034207453185,REP
AR08435890332888989697,DEM
AR08436245268986331137,DEM
AR08461978514000707585,DEM
AR08462739101169221633,DEM
AR08466398275866460161,DEM
AR08467309977164316673,DEM
AR08469494500610277377,DEM
AR08471885045047492609,DEM
AR08479551939627974657,DEM
AR08489760698933444609,REP
AR08489947272312782849,DEM
AR08495427581863002113,REP
AR08498230443160633345,REP
AR08505523297629241345,DEM
AR08510782467903324161,DEM
AR08512129713244733441,REP
AR08512548283577532417,DEM
AR08516782296697667585,REP
AR08521285896325038081,REP
AR08523537696138723329,REP
AR08526506583692148737,DEM
AR08528271643452112897,DEM
AR08531628108854329345,DEM
AR08533817030346801153,REP
AR08541552094648205313,REP
AR08543803894461890561,DEM
AR08545076029415227393,REP
AR08546020441184010241,DEM
AR08551691997037985793,REP
AR08554098827991187457,DEM
AR08556470268413870081,DEM
AR08559458397420781569,REP
AR08570825492226113537,DEM
AR08574005554731548673,DEM
AR08575329091853484033,DEM
AR08584336291108225025,DEM
AR08584701603846553601,DEM
AR08588079303567081473,DEM
AR08597086502821822465,REP
AR08600231380955168769,REP
AR08600464202542350337,DEM
AR08610957597920460801,REP
AR08613609688686133249,REP
AR08624981937452220417,DEM
AR08628527862451798017,REP
AR08633875887009300481,DEM
AR08634436844097896449,DEM
AR08638901754659864577,DEM
AR08642883086264041473,DEM
AR08659736400494592001,REP
AR08665707298389229569,REP
AR08667652884214579201,REP
AR08668874647791468545,DEM
AR08673517129481322497,DEM
AR08675847544376393729,REP
AR08677609992796241921,DEM
AR08679035784499560449,REP
AR08680185117747970049,DEM
AR08687919082537746433,REP
AR08691990024339587073,DEM
AR08692307989358444545,DEM
AR08695039794717130753,REP
AR08701429881419857921,REP
AR08703681681233543169,DEM
AR08705933481047228417,DEM
AR08705993404430942209,REP
AR08709457415814250497,REP
AR08710437080674598913,DEM
AR08714940680301969409,DEM
AR08718599854999207937,DEM
AR08719809592667668481,REP
AR08721696079743025153,DEM
AR08728079844253892609,REP
AR08729432449714487297,DEM
AR08731206030689566721,DEM
AR08731214758063112193,REP
AR08732955078811451393,REP
AR08735916063625052161,DEM
AR08740115029812051969,DEM
AR08742464754880086017,REP
AR08745402649949503489,DEM
AR08746465877693562881,DEM
AR08749486236135063553,DEM
AR08750969477320933377,DEM
AR08756372752337731585,DEM
AR08759730042373668865,REP
AR08763987694993801217,REP
AR08765570991737798657,DEM
AR08773813686813851649,DEM
AR08774978688102957057,REP
AR08776738387743735809,REP
AR08782494674712526849,DEM
AR08785040044130828289,REP
AR08786998274339897345,DEM
AR08787049058033205249,DEM
AR08787230477451788289,REP
AR08789511483043086337,DEM
AR08793753673780953089,DEM
AR08796005473594638337,REP
AR08797150271357583361,DEM
AR08800243266285993985,DEM
AR08802951088547299329,REP
AR08803577810175131649,DEM
AR08805012672849379329,REP
AR08813666035518406657,DEM
AR08829782470799917057,REP
AR08832034270613602305,DEM
AR08843658582420357121,DEM
AR08844294581177548801,REP
AR08848219081774465025,DEM
AR08850097597390520321,REP
AR08857894784098893825,REP
AR08859055868377825281,DEM
AR08861482146942943233,DEM
AR08865459630256422913,DEM
AR08865811267818881025,DEM
AR08866100439376986113,DEM
AR08872931979998265345,DEM
AR08876309679718793217,DEM
AR08878895387469938689,DEM
AR08880960613904285697,REP
AR08881535383607705601,REP
AR08889820478600904705,DEM
AR08894324078228275201,REP
AR08895084665396789249,DEM
AR08896388136431517697,REP
AR08901840064837844993,DEM
AR08908242727204814849,REP
AR08911937979627339777,REP
AR08912317860894736385,DEM
AR08914500047878488065,REP
AR08931113462415753217,REP
AR08935617062043123713,REP
AR08937868861856808961,DEM
AR08944624261297864705,DEM
AR08955883260366290945,DEM
AR08958396950105817089,DEM
AR08959080846338293761,DEM
AR08961301584948494337,DEM
AR08961878072638832641,REP
AR08971645859062087681,DEM
AR08976149458689458177,DEM
AR08977140118666084353,DEM
AR08985156657944199169,DEM
AR09002326631523549185,DEM
AR09002365870344765441,DEM
AR09002410469285167105,REP
AR09002980497344692225,REP
AR09003171056453681153,REP
AR09006246596635000833,DEM
AR09006830231150919681,REP
AR09007674656081051649,REP
AR09009926455894736897,DEM
AR09012178255708422145,REP
AR09015837430405660673,DEM
AR09016237102882357249,DEM
AR09017115269075566593,DEM
AR09018691693871890433,DEM
AR09022860011172265985,DEM
AR09027940854404218881,REP
AR09029214088869183489,REP
AR09029711274283368449,DEM
AR09033535169566343169,DEM
AR09033935666676760577,DEM
AR09034696253845274625,DEM
AR09038439266304131073,DEM
AR09039199853472645121,REP
AR09045955252913700865,DEM
AR09049442835077529601,REP
AR09051950065186242561,DEM
AR09059696055884447745,DEM
AR09075228650491609089,DEM
AR09076472404301053953,DEM
AR09077845763043622913,DEM
AR09081984049932664833,REP
AR09100189763465379841,DEM
AR09105993260714688513,DEM
AR09106715364976230401,REP
AR09116365778533220353,REP
AR09116573792389300225,DEM
AR09117104856505516033,DEM
AR09118012846951628801,DEM
AR09120629959503642625,REP
AR09124068956997419009,REP
AR09124613215253168129,DEM
AR09126673012848852993,DEM
AR09128976283550613505,DEM
AR09131550583868620801,DEM
AR09131562334899142657,DEM
AR09144000560188358657,DEM
AR09147286244529537025,DEM
AR09148267215059943425,DEM
AR09152664505656803329,DEM
AR09154041643970592769,REP
AR09160797043411648513,DEM
AR09163285444383735809,DEM
AR09163414155963662337,DEM
AR09164976493267255297,REP
AR09167346834178310145,DEM
AR09168785545143255041,REP
AR09170603793778212865,DEM
AR09173547255125245953,REP
AR09174307842293760001,DEM
AR09183315041548500993,DEM
AR09187818641175871489,DEM
AR09189869230361673729,REP
AR09190070440989556737,DEM
AR09194917294403223553,DEM
AR09198172398577254401,REP
AR09200613108232486913,DEM
AR09202820652703154177,REP
AR09204988614755221505,DEM
AR09205734633394667521,REP
AR09205833039685353473,DEM
AR09209207647029428225,DEM
AR09213846280428584961,DEM
AR09214840238940094465,REP
AR09217423197912170497,REP
AR09219343838567464961,DEM
AR09222422402405761025,DEM
AR09226099238008520705,DEM
AR09226633806818050049,REP
AR09252360248604229633,DEM
AR09255875387278229505,DEM
AR09262667345480908801,DEM
AR09273387034095910913,DEM
AR09274879827289047041,DEM
AR09285639922956369921,DEM
AR09286897832978022401,REP
AR09290640845436878849,DEM
AR09291401432605392897,DEM
AR09291999017175089153,DEM
AR09295060607302631425,REP
AR09295630154325819393,DEM
AR09296613323879481345,REP
AR09298156832046448641,DEM
AR09303393805929545729,DEM
AR09309968885463646209,DEM
AR09316548912800071681,REP
AR09318423030369615873,DEM
AR09318932310411706369,REP
AR09321908482229665793,DEM
AR09324415918496808961,DEM
AR09325543742549000193,DEM
AR09331812814253195265,DEM
AR09334185629065412609,REP
AR09336802741617426433,REP
AR09339986308816175105,REP
AR09345444628133838849,DEM
AR09354259619012149249,DEM
AR09354451827388579841,DEM
AR09361572539567964161,REP
AR09372145168502751233,DEM
AR09375346396607021057,REP
AR09384090537704816641,DEM
AR09385132599850041345,DEM
AR09385139403078238209,DEM
AR09385977024780173313,REP
AR09388228824593858561,DEM
AR09390434101321793537,DEM
AR09390480624407543809,REP
AR09394984224034914305,DEM
AR09397601336586928129,REP
AR09399487823662284801,DEM
AR09403011758429306881,REP
AR09403146998359523329,DEM
AR09406089222755975169,REP
AR09406243223103340545,DEM
AR09410471601226383361,DEM
AR09411837538265464833,DEM
AR09417330148602019841,DEM
AR09422005821799137281,REP
AR09422996481775763457,DEM
AR09423913680631758849,DEM
AR09433148478793449473,DEM
AR09433630133605892097,DEM
AR09435516620681248769,DEM
AR09436340361048883201,DEM
AR09438859136029687809,REP
AR09449027419563360257,DEM
AR09451729125791236097,DEM
AR09453531019190730753,DEM
AR09458144501261402113,DEM
AR09460286418631786497,DEM
AR09462617039685287937,REP
AR09465880733793910785,REP
AR09470384333421281281,DEM
AR09474519596653346817,DEM
AR09476399761536843777,REP
AR09478300817141268481,DEM
AR09478685852369420289,REP
AR09480552616954953729,DEM
AR09484295629413810177,DEM
AR09485767257008111617,REP
AR09488799229041180673,DEM
AR09489478658507669505,REP
AR09490087581791027201,REP
AR09497059585022754817,DEM
AR09511955768555864065,DEM
AR09512077814346547201,REP
AR09512605579927879681,REP
AR09518588572450422785,DEM
AR09521085013601288193,DEM
AR09527274164554039297,REP
AR09531179629855899649,REP
AR09532344012669714433,DEM
AR09533324708322213889,DEM
AR09534595812483399681,DEM
AR09535337982832148481,DEM
AR09538338824942256129,REP
AR09545520491297505281,DEM
AR09550358411179196417,REP
AR09552824272162914305,REP
AR09555389776387899393,DEM
AR09561617410247622657,DEM
AR09566707049572597761,REP
AR09566831294386536449,REP
AR09574283784199602177,DEM
AR09578871221588590593,DEM
AR09579631808757104641,REP
AR09579802782815223809,DEM
AR09583290983454343169,REP
AR09594188449355661313,REP
AR09596885620098072577,DEM
AR09597898201587777537,REP
AR09604401606707642369,REP
AR09606653406521327617,DEM
AR09606789677243695105,REP
AR09610860687765012481,REP
AR09614499521497137153,REP
AR09617030803422707713,REP
AR09619789271938367489,DEM
AR09622416005217124353,REP
AR09622890444484509697,REP
AR09629111206396559361,DEM
AR09632914417117036545,REP
AR09638160943007399937,DEM
AR09640029288140898305,DEM
AR09642369873518526465,DEM
AR09642890011237941249,REP
AR09646341378237530113,REP
AR09651689402795032577,REP
AR09655234984197226497,REP
AR09660696602049773569,REP
AR09672838715113734145,REP
AR09673362976001753089,REP
AR09683112345605242881,DEM
AR09684705812831797249,DEM
AR09685831712738639873,REP
AR09687954800972398593,REP
AR09694473599255052289,REP
AR09702162690226520065,DEM
AR09702618437796233217,REP
AR09703363906679865345,DEM
AR09705732598323478529,DEM
AR09707676191284002817,DEM
AR09708963169644314625,REP
AR09709058827155931137,DEM
AR09709391773020717057,DEM
AR09715150465171193857,DEM
AR09717985487183937537,DEM
AR09719243397205590017,DEM
AR09723746996832960513,DEM
AR09727206610169757697,DEM
AR09728250596460331009,DEM
AR09729646082874408961,DEM
AR09732754196087701505,DEM
AR09741000808173928449,DEM
AR09749849059278979073,REP
AR09752521972046102529,DEM
AR09754389286387449857,DEM
AR09754511607056039937,REP
AR09759015206683410433,REP
AR09760024489638232065,DEM
AR09761267006497095681,REP
AR09762537698341421057,REP
AR09763522036126187521,DEM
AR09766531193292980225,DEM
AR09773477564159885313,REP
AR09775819798804955137,REP
AR09787587390720704513,DEM
AR09800308190498258945,DEM
AR09802559990311944193,REP
AR09808154305474068481,REP
AR09812185046382018561,DEM
AR09813818989380370433,REP
AR09815592707794403329,DEM
AR09820522917933350913,DEM
AR09820574388821426177,DEM
AR09821356347747205121,DEM
AR09822890166467952641,REP
AR09833446577606230017,REP
AR09844183102493032449,REP
AR09845344186771963905,REP
AR09858854985654075393,DEM
AR09866014936654675969,REP
AR09867862184908816385,DEM
AR09869259664187719681,DEM
AR09871623270590054401,REP
AR09872365784536186881,DEM
AR09872765663171313665,REP
AR09874617584349872129,REP
AR09880211899511996417,REP
AR09881447956740046849,DEM
AR09884854243762896897,DEM
AR09887813373150625793,DEM
AR09888656148813316097,REP
AR09898207056567992321,DEM
AR09907092691068387329,DEM
AR09907550156625018881,DEM
AR09912898181182521345,REP
AR09913447043643211777,DEM
AR09921144793268748289,REP
AR09927900192709804033,REP
AR09930261600088883201,REP
AR09931585412088725505,DEM
AR09943578953643982849,DEM
AR09946984347313635329,REP
AR09947471156086833153,REP
AR09960551290008240129,REP
AR09964689576897282049,REP
AR09966416566067134465,REP
AR09969927100536193025,REP
AR09983118147693051905,DEM
AR09985321087958777857,REP
AR09988298290568888321,REP
AR09992396926319853569,REP
AR10011977372984672257,REP
AR10014628501677670401,DEM
AR10015327791072935937,REP
AR10016480972612042753,DEM
AR10017687343026143233,DEM
AR10018732772425728001,DEM
AR10025853484605112321,REP
AR10034159470319239169,DEM
AR10035965418167861249,DEM
AR10037249922627010561,REP
AR10038998970748895233,REP
AR10047245582835122177,REP
AR10054761569444691969,DEM
AR10057013369258377217,DEM
AR10060944123327676417,REP
AR10061156810108174337,DEM
AR10065421884431794177,REP
AR10069507669640609793,REP
AR10070207165194305537,DEM
AR10071192602490699777,REP
AR10073393824769507329,DEM
AR10077988752581459969,REP
AR10079896680133558273,DEM
AR10083487410231967745,DEM
AR10084479375878651905,DEM
AR10087694141719838721,REP
AR10090586956812517377,DEM
AR10092887135137824769,DEM
AR10094534753312047105,DEM
AR10104666478084096001,DEM
AR10104856075120410625,DEM
AR10105209568108740609,REP
AR10115418533572640769,DEM
AR10123872403600703489,DEM
AR10126819163482619905,REP
AR10130562175941476353,REP
AR10142581762178416641,DEM
AR10151137268312571905,REP
AR10155331973892014081,REP
AR10156092561060528129,DEM
AR10162847960501583873,DEM
AR10165099760315269121,REP
AR10170584330473046017,DEM
AR10180862359011065857,DEM
AR10183114158824751105,DEM
AR10185127570773639169,DEM
AR10189156731133624321,DEM
AR10190646363230830593,DEM
AR10192121358079492097,REP
AR10196174157939474433,REP
AR10198876757520547841,DEM
AR10199134249399877633,REP
AR10200502041864830977,DEM
AR10204871569793089537,REP
AR10209375169420460033,REP
AR10228406547466158081,DEM
AR10232092454039846913,REP
AR10232737592487444481,REP
AR10238049264441753601,DEM
AR10244098227661963265,REP
AR10249823728305176577,DEM
AR10254360519439810561,DEM
AR10255171752862679041,DEM
AR10261480956741287937,DEM
AR10267848228577738753,DEM
AR10270934351558475777,REP
AR10273186151372161025,DEM
AR10282193350626902017,REP
AR10295163189788147713,DEM
AR10316332293316149249,DEM
AR10317461560477351937,REP
AR10326204808221949953,REP
AR10333386612016152577,DEM
AR10335475958986833921,DEM
AR10336236546155347969,REP
AR10338552873557688321,DEM
AR10344845378603450369,REP
AR10345243745410088961,DEM
AR10353089860385898497,DEM
AR10354247646129946625,DEM
AR10354616257403158529,DEM
AR10357910119362068481,DEM
AR10358754544292200449,DEM
AR10360408209780375553,DEM
AR10364530278872907777,DEM
AR10368289509128273921,REP
AR10372265343174311937,DEM
AR10375924517871550465,DEM
AR10381240656591847425,DEM
AR10381272542429052929,REP
AR10381800308010385409,DEM
AR10384931717126291457,DEM
AR10385900043272978433,DEM
AR10390279741683793921,DEM
AR10391257207520886785,DEM
AR10397035141124849665,REP
AR10399286940938534913,REP
AR10406183077867945985,DEM
AR10409785352838447105,DEM
AR10409795523321004033,REP
AR10412770252029952001,DEM
AR10417118820517806081,REP
AR10417301339448016897,DEM
AR10418792552093188097,REP
AR10421804939075387393,DEM
AR10422390978772992001,REP
AR10422823293001138177,DEM
AR10423431872687112193,REP
AR10435315737957498881,REP
AR10436498606310555649,DEM
AR10444322937212239873,DEM
AR10447982111909478401,DEM
AR10451078336653295617,DEM
AR10454925184241500161,REP
AR10455812283966685185,DEM
AR10461563210816290817,REP
AR10462337335721721857,DEM
AR10475087547435319297,REP
AR10479190649952272385,DEM
AR10480524357556764673,REP
AR10482063879994081281,DEM
AR10487107133672259585,DEM
AR10488035396364009473,DEM
AR10498366132740685825,DEM
AR10505553090495643649,REP
AR10507373331995426817,DEM
AR10508509333665349633,REP
AR10518651228919955457,REP
AR10520039705947406337,REP
AR10524408065644560385,REP
AR10539611184720510977,DEM
AR10540639606049603585,REP
AR10541150329200705537,REP
AR10543402129014390785,REP
AR10547145141473247233,DEM
AR10552409328269131777,DEM
AR10554128620857589761,DEM
AR10554657829547933697,REP
AR10559164727710187521,REP
AR10560655940355358721,DEM
AR10563533087407341569,DEM
AR10564759042872311809,DEM
AR10565206750263246849,DEM
AR10567548778749886465,REP
AR10571955552634535937,REP
AR10584462222522580993,REP
AR10587677538119581697,DEM
AR10588438125288095745,DEM
AR10589960605295181825,DEM
AR10602314236908535809,REP
AR10608052862971805697,REP
AR10608969512071987201,DEM
AR10610111698494816257,REP
AR10618802238400757761,DEM
AR10623474819221422081,REP
AR10628970521934430209,DEM
AR10631222321748115457,DEM
AR10640732272694657025,REP
AR10655992119698653185,REP
AR10656357432436981761,DEM
AR10660284269496107009,REP
AR10661632820507574273,REP
AR10664999318953394177,DEM
AR10666769189076729857,REP
AR10667616431505408001,DEM
AR10668950620146237441,REP
AR10675093935208005633,DEM
AR10678454798656733185,DEM
AR10682169292532744193,REP
AR10685265517276561409,REP
AR10694638029269630977,DEM
AR10696154187084857345,DEM
AR10701028115972358145,DEM
AR10701870548037664769,REP
AR10703279915786043393,DEM
AR10705897028338057217,REP
AR10715622139966259201,DEM
AR10717873939779944449,REP
AR10718326182656344065,DEM
AR10719679887628566529,DEM
AR10722540816884039681,DEM
AR10724248702039359489,DEM
AR10726163226661224449,REP
AR10731792726195437569,REP
AR10732553313363951617,REP
AR10732902064708386817,DEM
AR10753464031659425793,REP
AR10757323111314489345,REP
AR10767098869197045761,DEM
AR10767684015541452801,REP
AR10767821523214401537,REP
AR10768582110382915585,DEM
AR10769728007657488385,DEM
AR10770175852487376897,DEM
AR10770575731122503681,REP
AR10773036438145466369,REP
AR10775337509823971329,REP
AR10785835921723883521,REP
AR10787390562446082049,DEM
AR10792898840823332865,DEM
AR10796224588619448321,REP
AR10802167998723391489,DEM
AR10804610907401879553,REP
AR10804931071443992577,DEM
AR10808270082099118081,DEM
AR10813152119884873729,REP
AR10814708822191374337,DEM
AR10822476871841611777,REP
AR10822988694504341505,REP
AR10827585958778503169,REP
AR10829380705352417281,REP
AR10832558500115120129,REP
AR10839277615672459265,REP
AR10842821891404595201,REP
AR10843147346846416897,DEM
AR10843351306253369345,REP
AR10847395103861899265,REP
AR10847664690369134593,DEM
AR10849654600256978945,DEM
AR10850446454787407873,DEM
AR10855998782349246465,DEM
AR10856291802198048769,REP
AR10857893515761811457,DEM
AR10861874778646511617,REP
AR10861996618278764545,REP
AR10867661302185066497,REP
AR10868560152940773377,REP
AR10868687352692211713,DEM
AR10870112319761809409,DEM
AR10870785220878008321,DEM
AR10874607123296157697,REP
AR10875590086691389441,DEM
AR10876668501439807489,REP
AR10881052460458180609,REP
AR10883423900880863233,DEM
AR10887341666969059329,DEM
AR10890544613060247553,DEM
AR10891670512967090177,DEM
AR10897870933914025985,REP
AR10898342074646528001,REP
AR10903690099204030465,REP
AR10904962234157367297,REP
AR10907433111662886913,REP
AR10908065811885195265,DEM
AR10911675508559183873,DEM
AR10911936711290257409,DEM
AR10912697298458771457,DEM
AR10916356473156009985,REP
AR10919452697899827201,DEM
AR10919969674523312129,DEM
AR10921704497713512449,REP
AR10928966703295496193,REP
AR10929550612689321985,DEM
AR10934608915932905473,REP
AR10950781495026909185,DEM
AR10953842329240207361,REP
AR10954563402709598209,DEM
AR10955481494918791169,DEM
AR10973495893428273153,REP
AR10975747693241958401,DEM
AR10979490705700814849,REP
AR10987765905089363969,DEM
AR10990048491228626945,DEM
AR10991510291937755137,REP
AR11000446022936690689,REP
AR11011225085179592705,DEM
AR11011776490260922369,DEM
AR11020748436424097793,DEM
AR11020783689515663361,REP
AR11026778501788205057,DEM
AR11028723469138264065,DEM
AR11029853217335803905,REP
AR11033133404118843393,REP
AR11034294488397774849,DEM
AR11034558302468964353,DEM
AR11039677697327366145,DEM
AR11040448454978437121,DEM
AR11047805287279886337,DEM
AR11053279755674583041,DEM
AR11056812486534627329,DEM
AR11062867703227219969,DEM
AR11063567885975683073,DEM
AR11068863065255575553,REP
AR11076787520434864129,REP
AR11078486059741347841,DEM
AR11079330484671479809,DEM
AR11079458234178732033,REP
AR11079748230370557953,DEM
AR11082743300044619777,DEM
AR11083834084298850305,REP
AR11091298668739821569,REP
AR11099596682994647041,DEM
AR11100971072529367041,DEM
